indice;data;hora;natureza_acidente;situacao;bairro;endereco;numero;detalhe_endereco_acidente;complemento;bairro_cruzamento;num_semaforo;sentido_via;tipo;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3;turno
3256;25/11/2020;14:09:00;COM VÍTIMA;FINALIZADA;ROSARINHO;EST VELHA DE AGUA FRIA;978;;E/F A FUNDAÇAO DA IBGE E ANTIGO DNOCS;ROSARINHO;;CIDADE;ABALROAMENTO LONGITUDINAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;;;Tarde
3257;25/11/2020;15:43:00;COM VÍTIMA;FINALIZADA;TEJIPIÓ;RUA FALCAO DE LACERDA;354;;EM FRENTE A CLINICA AQUI DOUTOR E PROXIMO AO SEMÁFORO 285;TEJIPIÓ;;SUBURBIO;ABALROAMENTO TRANSVERSAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;;Incompleta;Seca;Mal conservada;Não existe;R-6a;;Dupla;Não existe;;;Tarde
3258;25/11/2020;19:05:00;COM VÍTIMA;FINALIZADA;SÃO JOSÉ;RUA IMPERIAL;981;TRV DO RAPOSO;E/F A FERRO E AÇO;SÃO JOSÉ;510.0;SUBURBIO;ABALROAMENTO TRANSVERSAL;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;;Única;Faixa contínua;;;Noite
3259;26/11/2020;11:03:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;;AO LADO DIREITO DA LINHA DO TREM;IMBIRIBEIRA;;;CHOQUE OBJETO FIXO;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;Manhã
3260;26/11/2020;11:39:00;COM VÍTIMA;FINALIZADA;JIQUIÁ;AV DR JOSE RUFINO;36;RUA PASSO DA SANTA CRUZ;APÓS A RUA ANTÔNIO CARNEIRO- EM FRENTE A FÁBRICA DE YOLANDA.;JIQUIÁ;82.0;SUBURBIO;COLISÃO FRONTAL;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Dupla;Faixa contínua;;;Manhã
3261;26/11/2020;12:15:00;COM VÍTIMA;FINALIZADA;BEBERIBE;AV BEBERIBE;;;PRÓX AO BOMPREÇO E AO CAMPO DO ARRUDA;BEBERIBE;;;COLISÃO;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;;;;;;;;;;;;;;Tarde
3262;26/11/2020;12:51:00;COM VÍTIMA;FINALIZADA;JOANA BEZERRA;VDO PAPA JOAO PAULO II;;;DESCIDA DO VIADUTO PAPA JOAO PAULO II - SENTIDO DERBY ANTES DA PASSARELA. AO LADO DO FORUM RODOLFO AURELIANO.;JOANA BEZERRA;;CIDADE;ATROPELAMENTO;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa seccionada;Canteiro central;;Tarde
3263;26/11/2020;15:39:00;COM VÍTIMA;FINALIZADA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;;EM FRENTE À FARMÁCIA PAGUE MENOS / PRÓX À AGÊNCIA ITAÚ PERSONNALITÉ;DERBY;;SUBURBIO;ABALROAMENTO LONGITUDINAL;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;Não há placas;60 km/h;Dupla;Canal;;;Tarde
3264;26/11/2020;16:04:00;SEM VÍTIMA;FINALIZADA;PAISSANDU;AV GOVERNADOR AGAMENON MAGALHAES;;;EM FRENTE AO BRADESCO Nº 4481;PAISSANDU;;CIDADE;COLISÃO TRASEIRA;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Canteiro central;;;Tarde
3265;26/11/2020;16:18:00;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;2967;RUA ITACARE;EM FRENTE À FERREIRA COSTA. LADO OPOSTO AO BANCO DO BRASIL.;IMBIRIBEIRA;386.0;SUBURBIO;ABALROAMENTO TRANSVERSAL;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;Esquina;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;60 km/h;Dupla;Faixa seccionada;Canteiro central;Outros;Tarde
3266;26/11/2020;18:58:00;COM VÍTIMA;FINALIZADA;DERBY;RUA JOAQUIM NABUCO;;;EM FRENTE AO HEMOPE E AO HOSPITAL SANTA JOANA;DERBY;;SUBURBIO;COLISÃO TRASEIRA;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;50 km/h;Única;Faixa seccionada;;;Noite
3267;27/11/2020;03:02:00;COM VÍTIMA;FINALIZADA;SANTO ANTÔNIO;RUA DO SOL;;PRC DA REPUBLICA;PROXIMO AO TEATRO SANTA ISABEL;SANTO ANTÔNIO;;;ABALROAMENTO TRANSVERSAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Única;Faixa contínua;;;Madrugada
3268;27/11/2020;08:16:00;COM VÍTIMA;FINALIZADA;MADALENA;AV CAXANGA;653;;EM FRENTE AO COMPAZ- SENT. CIDADE;MADALENA;;;COLISÃO COM CICLISTA;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Única;Canteiro central;;;Manhã
3269;27/11/2020;09:49:00;COM VÍTIMA;FINALIZADA;MADALENA;AV BEIRA RIO;591;;EM ENFRENTE AO PREDIO DO GOVERNADOR. EDF. SOBRADO DO CAPIBARIBE.;MADALENA;;TORRE;CHOQUE VEÍCULO PARADO;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;Faixa seccionada;;;Manhã
3270;27/11/2020;10:52:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;RUA DA SAUDADE;;RUA JOAO LIRA;;SANTO AMARO;308.0;SUBURBIO;ABALROAMENTO TRANSVERSAL;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Cruzamento;Bom;Sem defeito;Incompleta;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Única;Não existe;;;Manhã
3271;27/11/2020;10:59:00;COM VÍTIMA;FINALIZADA;TAMARINEIRA;AV NORTE;3538;;EM FRENTE A  VISTOCAR  VISTORIA DO DETRAN;TAMARINEIRA;;SUBURBIO;COLISÃO TRASEIRA;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Dupla;Canteiro central;;;Manhã
3272;27/11/2020;16:56:00;COM VÍTIMA;FINALIZADA;APIPUCOS;AV DEZESSETE DE AGOSTO;222;;APOS O COLEGIO SILVA JARDIM;APIPUCOS;;SUBURBIO;COLISÃO TRASEIRA;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;Outras;;Dupla;Faixa contínua;;;Tarde
3273;27/11/2020;19:00:00;COM VÍTIMA;FINALIZADA;SANTO AMARO;RUA AURORA;;AV NORTE;PONTE DO LIMOEIRO . HOSPITAL RECIFE 1 - COVID.;SANTO AMARO;243.0;SUBURBIO;COLISÃO COM CICLISTA;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Dupla;Não existe;;;Noite
3274;28/11/2020;05:57:00;SEM VÍTIMA;FINALIZADA;TORRÕES;RUA LUIZ DA CAMARA CASCUDO;;;BARRACA DE SEU MARTIN;TORRÕES;;;CHOQUE VEÍCULO PARADO;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;Madrugada
3275;28/11/2020;07:33:00;SEM VÍTIMA;FINALIZADA;SANTO AMARO;AV CRUZ CABUGA;;RUA PEDRO AFONSO;SOB SEMÁFORO 674;SANTO AMARO;674.0;SUBURBIO;COLISÃO FRONTAL;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;;Dupla;;;;Manhã
3276;28/11/2020;11:23:00;COM VÍTIMA;FINALIZADA;SANTO AMARO;RUA DA AURORA;1019;;EM FRENTE A GLOBO. APÓS A ESTÁTUA DO TORTURA NUNCA MAIS. LADO OPOSTO AO NÚMERO INFORMADO.;SANTO AMARO;;SUBURBIO;COLISÃO TRASEIRA;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa seccionada;Canteiro central;;Manhã
3277;28/11/2020;14:06:00;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;2200;;EM FRENTE A FACULDADE UNIVERSO;IMBIRIBEIRA;;SUBURBIO;ABALROAMENTO LONGITUDINAL;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Dupla;Canteiro central;;;Tarde
3278;28/11/2020;17:13:00;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV NORTE;824;;PRÓX À NATY LANCHES / SENTIDO CABUGÁ. LADO OPOSTO A ANTIGA LBA.;SANTO AMARO;;SUBURBIO;COLISÃO COM CICLISTA;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Única;Faixa seccionada;;;Tarde
3279;28/11/2020;21:45:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV HELIO FALCAO;715;;PRÓX AO COLÉGIO ANCHIETA // PRÓX A CHURRASCARIA PAJUSSARA;BOA VIAGEM;;;CHOQUE;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;Noite
3280;29/11/2020;08:55:00;COM VÍTIMA;FINALIZADA;CASA FORTE;AV DEZESSETE DE AGOSTO;2505;;EM FRENTE A RPA . GERÊNCIA OPERACIONAL DE FISCALIZAÇÃO.;CASA FORTE;;CIDADE;COLISÃO TRASEIRA;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;60 km/h;Dupla;Faixa contínua;;;Manhã
3281;29/11/2020;09:06:00;COM VÍTIMA;FINALIZADA;BOA VISTA;RUA DO PRINCIPE;;RUA BISPO CARDOSO AYRES;EM FRENTE A IGREJA EVANGELICA PERNAMBUCANA;BOA VISTA;176.0;CIDADE;ABALROAMENTO TRANSVERSAL;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;Cruzamento;Chuvoso;Sem defeito;;Molhada;Perfeito estado;Faixa de pedestre;Não há placas;;Única;Faixa seccionada;;;Manhã
3282;29/11/2020;13:14:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;3838;RUA BRUNO VELOSO;EM FRENTE A DROGASIL/ VIA DA ESQUERDA;BOA VIAGEM;338.0;SUBURBIO;ABALROAMENTO TRANSVERSAL;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Única;Faixa contínua;Faixa seccionada;Canteiro central;Tarde
3283;29/11/2020;15:08:00;COM VÍTIMA;FINALIZADA;AFOGADOS;EST DOS REMEDIOS;;;E/F A DISRIBUIDORA DA TUPAN. LOJA JEEP FIORI.;AFOGADOS;;;CHOQUE OBJETO FIXO;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Não informado;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;;;Única;Faixa seccionada;;;Tarde
3284;29/11/2020;19:37:00;COM VÍTIMA;FINALIZADA;ALTO JOSÉ BONIFÁCIO;RUA ALTO JOSE BONIFACIO;231;;EM FRENTE A IGREJA BATISTA- PROXIMO DA FARMÁCIA DESCONTÃO;ALTO JOSÉ BONIFÁCIO;;SUBURBIO;COLISÃO FRONTAL;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;30 km/h;Dupla;Faixa contínua;Faixa seccionada;;Noite
3285;29/11/2020;19:52:00;COM VÍTIMA;FINALIZADA;IPUTINGA;AV MAURICIO DE NASSAU;434;EST DO BARBALHO;SEMÁFORO 246 / E/F AO MERCADO DAS RAÇÕES E LANCHONETE DA NANDA;IPUTINGA;246.0;SUBURBIO;ABALROAMENTO LONGITUDINAL;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;;Dupla;Faixa contínua;;;Noite
3286;29/11/2020;20:14:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA CORONEL ANIZIO RODRIGUES COELHO;618;RUA DES JOAO PAES;AO LADO DO NORTE SUL NEGOCIOS;BOA VIAGEM;;;ABALROAMENTO TRANSVERSAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Placas Pare;;Única;Não existe;;;Noite
3287;30/11/2020;02:51:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA ANTONIO FALCAO;211;;EM FRENTE AO PADERÃO;BOA VIAGEM;;;CHOQUE OBJETO FIXO;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;Madrugada
3288;30/11/2020;10:47:00;COM VÍTIMA;FINALIZADA;BOA VISTA;RUA MONTE CASTELO;166;;EM FRENTE AO ANEXO TRES DA CAMARA MUNICIPAL DO RECIFE.;BOA VISTA;;;ABALROAMENTO LONGITUDINAL;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;;;;Manhã
3289;30/11/2020;12:47:00;COM VÍTIMA;FINALIZADA;PINA;AV CONSELHEIRO AGUIAR;;RUA ONDINA;EM FRENTE A VIA CAR;PINA;;CIDADE;ABALROAMENTO LONGITUDINAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Cruzamento;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;R-6a;;Única;Faixa seccionada;;;Tarde
3290;30/11/2020;12:51:00;SEM VÍTIMA;FINALIZADA;MADALENA;AV CAXANGA;;;ESTRADA DOS REMÉDIOS;MADALENA;353.0;CIDADE;ABALROAMENTO LONGITUDINAL;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;Dupla;Blocos;;;Tarde
3291;30/11/2020;13:30:00;COM VÍTIMA;FINALIZADA;MADALENA;RUA JOAO IVO DA SILVA;267;RUA NOBRE DE LACERDA;PROX AO POSTO PETROVIA / APOS A SAIDO DO TUNEL MADALENA;MADALENA;;CIDADE;ABALROAMENTO LONGITUDINAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;;Tarde
3292;30/11/2020;14:52:00;COM VÍTIMA;FINALIZADA;IBURA;AV DOIS RIOS;106;;ANTES DA POLICLINICA ARNALDO MARQUES. PRÓXIMO A AUTO ESCOLA PILOTO.;IBURA;;CIDADE;ABALROAMENTO TRANSVERSAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;;Não há placas;;Dupla;Faixa contínua;;;Tarde
3293;30/11/2020;15:00:00;SEM VÍTIMA;FINALIZADA;CASA AMARELA;RUA XAVANTES;101;RUA VISCONDE DE TAUNAY;;CASA AMARELA;;;ABALROAMENTO LONGITUDINAL;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Placas Pare;;;Não existe;;;Tarde
3294;30/11/2020;15:38:00;COM VÍTIMA;FINALIZADA;SOLEDADE;RUA DAS NINFAS;269;RUA DO PROGRESSO;PRÓX À UNI SÃO MIGUEL. AO LADO DA ODONTO LEITE.;SOLEDADE;;CIDADE;ABALROAMENTO TRANSVERSAL;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Placas Pare;;Única;Não existe;;;Tarde
3295;30/11/2020;16:40:00;COM VÍTIMA;FINALIZADA;BREJO DE BEBERIBE;AV VEREADOR OTACILIO AZEVEDO;1015;;;BREJO DE BEBERIBE;;CIDADE;CHOQUE VEÍCULO PARADO;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa seccionada;;;Tarde
3296;30/11/2020;16:51:00;COM VÍTIMA;FINALIZADA;CAXANGÁ;AV CAXANGA;;;NA PONTE DA CAXANGA / PROX A UPA CAXANGA;CAXANGÁ;;SUBURBIO;ABALROAMENTO TRANSVERSAL;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Agente;Não há placas;;Única;Faixa seccionada;;;Tarde
3297;30/11/2020;17:47:00;COM VÍTIMA;FINALIZADA;BREJO DE BEBERIBE;RUA URIEL DE HOLANDA;1615;;PRÓX AO ARMAZÉM E SERRARIA OLIVEIRA;BREJO DE BEBERIBE;;;ABALROAMENTO LONGITUDINAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;;Tarde
3298;30/11/2020;18:01:00;COM VÍTIMA;FINALIZADA;SÃO JOSÉ;AV SUL;1800;;PRÓXIMO AO HOTEL LUA DE MEL. AO LADO DO NÚMERO 1800;SÃO JOSÉ;;CIDADE;ABALROAMENTO TRANSVERSAL;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;;;Dupla;Canteiro central;Blocos;;Noite
3299;30/11/2020;19:40:00;COM VÍTIMA;FINALIZADA;CASA AMARELA;RUA CONS PERETTI;106;RUA OSCAR DE BARROS;PRÓX A CAIXA ECONÔMICA DE CASA AMARELA;CASA AMARELA;;;COLISÃO;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;;;;;;;;;;;;;;Noite
3300;01/12/2020;08:46:00;SEM VÍTIMA;FINALIZADA;VASCO DA GAMA;AV NORTE;5956;;;VASCO DA GAMA;;;COLISÃO;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;;;Dupla;Canteiro central;;;Manhã
3301;01/12/2020;08:57:00;SEM VÍTIMA;FINALIZADA;IMBIRIBEIRA;;;;RUA DES. AGENOR FERREIRA DE LIMA/ ESCOLA MUNIC. JULIO DE OLIVEIRA;IMBIRIBEIRA;;;COLISÃO;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;;Manhã
3302;01/12/2020;21:56:00;COM VÍTIMA;FINALIZADA;ESPINHEIRO;RUA QUARENTA E OITO;395;RUA DO ESPINHEIRO;E/F A PADARIA DO ESPINHEIRO E EDIFICIO ARAÇOYABA VILLAGE / SEMÁFORO 166;ESPINHEIRO;166.0;CIDADE;ABALROAMENTO TRANSVERSAL;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-3;30 km/h;Única;;;;Noite
3303;02/12/2020;08:17:00;COM VÍTIMA;FINALIZADA;CASA FORTE;AV DEZESSETE DE AGOSTO;1961;;EM FRENTE AO LABORATORIO MARCELO MAGALHAES;CASA FORTE;;CIDADE;ABALROAMENTO LONGITUDINAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;;Dupla;Faixa contínua;;;Manhã
3304;02/12/2020;09:59:00;SEM VÍTIMA;FINALIZADA;CORDEIRO;RUA TOMAZ GONZAGA;;AV PROFESSOR ESTEVAO FRANCISCO DA COSTA;;CORDEIRO;280.0;;COLISÃO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;Manhã
3305;02/12/2020;11:11:00;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA MURITIBA;210;;RUA LATERAL AO BANCO DO BRASIL. POR TRÁS DO BANCO.;IMBIRIBEIRA;;IPSEP;ABALROAMENTO LONGITUDINAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Outras;;Dupla;Não existe;;;Manhã
3306;02/12/2020;11:31:00;COM VÍTIMA;FINALIZADA;ESTÂNCIA;AV DR JOSE RUFINO;548;;RUA DA GALERIA MARGARIDA;ESTÂNCIA;;SUBURBIO;ABALROAMENTO LONGITUDINAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;;;;Manhã
3307;02/12/2020;13:47:00;COM VÍTIMA;FINALIZADA;PINA;RUA DAGOBERTO PIRES;415;AV BRASILIA FORMOSA;PROX KIOSKE PALAFITA;PINA;;CIDADE;ABALROAMENTO TRANSVERSAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa seccionada;;;Tarde
3308;02/12/2020;16:00:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;4060;RUA RIBEIRO DE BRITO;;BOA VIAGEM;155.0;SUBURBIO;COLISÃO TRASEIRA;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;60 km/h;Única;Canteiro central;;;Tarde
3309;02/12/2020;17:43:00;COM VÍTIMA;FINALIZADA;CAMPO GRANDE;EST DE BELEM;1605A;RUA COELHO NETO;EM FRENTE A IGREJA UNIVERSAL / EM FRENTE A PRAÇA CAMPO GRANDE;CAMPO GRANDE;;OLINDA;COLISÃO TRASEIRA;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;R-6a;;Dupla;Faixa contínua;Faixa seccionada;;Tarde
3310;02/12/2020;17:47:00;COM VÍTIMA;FINALIZADA;SANTO AMARO;RUA TUPINAMBAS;646;;;SANTO AMARO;;SUBURBIO;COLISÃO FRONTAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa seccionada;;;Tarde
3311;02/12/2020;21:32:00;COM VÍTIMA;FINALIZADA;ILHA JOANA BEZERRA;VIADUTO CAPITAO TEMUDO;;;EM CIMA DO VIADUTO- SENTIDO BOA VIAGEM;ILHA JOANA BEZERRA;;SUBURBIO;COLISÃO TRASEIRA;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Viaduto;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;;Noite
3312;02/12/2020;23:00:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA PADRE BERNADINO PESSOA;317;RUA FRANCISCO DA CUNHA;EM FRENTE AO MERCADINHO SINAS;BOA VIAGEM;;CIDADE;ABALROAMENTO TRANSVERSAL;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Placas Pare;;Única;Não existe;;;Noite
3313;03/12/2020;08:37:00;SEM VÍTIMA;FINALIZADA;IPUTINGA;AV MARIO ALVARES PEREIRA DE LYRA;;;BOM PASTOR;IPUTINGA;;;ABALROAMENTO LONGITUDINAL;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Placas Pare;40 km/h;Única;Canteiro central;;;Manhã
