indice;data;hora;natureza_acidente;situacao;bairro;endereco;numero;detalhe_endereco_acidente;complemento;bairro_cruzamento;num_semaforo;sentido_via;tipo;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3;turno
3314;03/12/2020;09:13:00;COM VÍTIMA;FINALIZADA;IBURA;AV DOIS RIOS;430;;PRÓXIMO A IGREJA UNIVERSAL DOS SANTOS DOS ÚLTIMOS DIAS- SENTIDO BR;IBURA;;SUBURBIO;COLISÃO FRONTAL;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;R-6a;;Dupla;Faixa contínua;;;Manhã
3315;03/12/2020;10:48:00;VÍTIMA FATAL;FINALIZADA;BOA VISTA;AV CONDE DA BOA VISTA;;RUA DA UNIAO;ESQUINA COM O ED. PESSOA DE MELO. EM FRENTE AO POSTE H038159.;BOA VISTA;;SUBURBIO;ATROPELAMENTO;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6c;;Dupla;Canteiro central;;;Manhã
3316;03/12/2020;11:39:00;COM VÍTIMA;FINALIZADA;VÁRZEA;AV JOAQUIM RIBEIRO;200;;PROX. DA UPA DA CAXANGA. GRANERO TRANSPORTES- LADO OPOSTO AO NÚMERO 200.;VÁRZEA;;CIDADE;ABALROAMENTO LONGITUDINAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Canteiro central;;;Manhã
3317;03/12/2020;14:12:00;COM VÍTIMA;FINALIZADA;VÁRZEA;AV CAXANGA;;RUA DONA INES CORREA DE ARAUJO;E/F A IGREJA ASSEMBLEIA DE DEUS NO SEMAFORO 232;VÁRZEA;232.0;CIDADE;ABALROAMENTO LONGITUDINAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;Dupla;Canteiro central;;;Tarde
3318;03/12/2020;14:20:00;COM VÍTIMA;FINALIZADA;ROSARINHO;AV NORTE;;;E/F A PADARIA DO ROSARINHO S/T CID;ROSARINHO;;CIDADE;COLISÃO COM CICLISTA;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;40 km/h;Dupla;Canteiro central;;;Tarde
3319;03/12/2020;17:30:00;COM VÍTIMA;FINALIZADA;CAXANGÁ;AV CAXANGA;;;EM FRENTE AO GOLF CLUB SENTIDO CAMARAGIBE;CAXANGÁ;;;COLISÃO;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;;;;;;;;;;;;;;Tarde
3320;03/12/2020;17:30:00;COM VÍTIMA;FINALIZADA;VÁRZEA;AV AFONSO OLINDENSE;228;;EM FRENTE AO CONDOMINIO PARQUE CAXANGA E PADARIA CAXANGÁ.;VÁRZEA;;SUBURBIO;ABALROAMENTO TRANSVERSAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;;Dupla;Faixa contínua;Faixa seccionada;;Tarde
3321;03/12/2020;18:13:00;COM VÍTIMA;FINALIZADA;CASA FORTE;RUA LEONARDO BEZERRA CAVALCANTE;540;;E/F AO MUNDO PEET E LOJA SEDATEX TECIDOS.;CASA FORTE;;SUBURBIO;COLISÃO TRASEIRA;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Não existe;;;Noite
3322;03/12/2020;20:09:00;COM VÍTIMA;FINALIZADA;BOA VISTA;RUA DA SOLEDADE;;AV OLIVEIRA LIMA;E/F A IGREJA DA SOLEDADE;BOA VISTA;222.0;CIDADE;COLISÃO TRASEIRA;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Única;Faixa contínua;;;Noite
3323;03/12/2020;21:19:00;COM VÍTIMA;FINALIZADA;CORDEIRO;AV CAXANGA;;RUA SOUZA BANDEIRA;E/F A DROGASIL;CORDEIRO;236.0;SUBURBIO;COLISÃO COM CICLISTA;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;40 km/h;Dupla;Canteiro central;;;Noite
3324;03/12/2020;23:31:00;SEM VÍTIMA;FINALIZADA;;RUA JOSE OSORIO;;;COM A AV CAXANGÁ;;;;COLISÃO;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;Noite
3325;03/12/2020;23:46:00;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;RUA SARGENTO SILVINO DE MACEDO;273;RUA JOSE DA SILVA LUCENA;TOPPUS SERVIÇOS TERCERIZADOS;IMBIRIBEIRA;;SUBURBIO;ABALROAMENTO TRANSVERSAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Cruzamento;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;Placas Pare;30 km/h;Dupla;Não existe;;;Noite
3326;04/12/2020;10:16:00;COM VÍTIMA;FINALIZADA;TORRE;RUA PROFESSOR TRAJANO DE MENDONCA;;;PRÓXIMO A ENTRADA DO ESTACIONAMENTO DO ATACADO DOS PRESENTES.;TORRE;;SUBURBIO;TOMBAMENTO;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;;Manhã
3327;04/12/2020;11:46:00;COM VÍTIMA;FINALIZADA;VÁRZEA;AV AFONSO OLINDENSE;988;;NA LOMBADA ELETRONICA;VÁRZEA;;SUBURBIO;ATROPELAMENTO;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;40 km/h;Dupla;Faixa contínua;;;Manhã
3328;04/12/2020;12:47:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AVENIDA CELSO FURTADO (VIA MANGUE);;;;BOA VIAGEM;;;ENGAVETAMENTO;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;Tarde
3329;04/12/2020;12:55:00;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;;EM FRENTE À FERREIRA COSTA;IMBIRIBEIRA;;;COLISÃO;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;;;;;;;;;;;;;;Tarde
3330;04/12/2020;16:24:00;COM VÍTIMA;FINALIZADA;IBURA;AV DOIS RIOS;;RUA RIO DO OESTE;PRÓX AO MERCADO RM.;IBURA;;IPSEP / IBURA;COLISÃO TRASEIRA;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;;;Tarde
3331;04/12/2020;17:10:00;COM VÍTIMA;FINALIZADA;MADALENA;RUA REAL DA TORRE;607;RUA MENEZES DRUMOND;EM FRENTE A PRAÇA DO MERCADO MADALENA. POR TRÁS DELE.;MADALENA;;SUBURBIO;ATROPELAMENTO;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;;Tarde
3332;04/12/2020;17:32:00;COM VÍTIMA;FINALIZADA;CORDEIRO;RUA PROFESSOR JOAQUIM XAVIER DE BRITO;;RUA OCIDENTAL;PROX JC CONSTRUÇÕES / LYA GALETOS;CORDEIRO;;SUBURBIO;COLISÃO FRONTAL;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Cruzamento;Bom;Não existe;Incompleta;Seca;Perfeito estado;Não existe;;40 km/h;Dupla;Canteiro central;;;Tarde
3333;04/12/2020;18:26:00;COM VÍTIMA;FINALIZADA;MONTEIRO;RUA DE APIPUCOS;;;PRÓXIMO AO EDIFICIO PORTA D' ÁGUA- APÓS A PRAÇA DO MONTEIRO.;MONTEIRO;;CIDADE;COLISÃO FRONTAL;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;;;Noite
3334;04/12/2020;18:55:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA JOAO CARDOSO AIRES;647;RUA ALMIRANTE BATISTA LEAO;EM FRENTE A PIZZARIA PARQUE DA PIZZA // PRÓX AO PLANET JATO;BOA VIAGEM;;SUBURBIO;COLISÃO FRONTAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Outras;30 km/h;Única;Não existe;;;Noite
3335;04/12/2020;19:46:00;COM VÍTIMA;FINALIZADA;ENCRUZILHADA;AV NORTE;2665;RUA FERNANDO CESAR;EM FRENTE AO ESTACIONAMENTO DO SUPERMERCADO EXTRABOM;ENCRUZILHADA;45.0;CIDADE;COLISÃO COM CICLISTA;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Outros;Outras;;Única;Faixa seccionada;;;Noite
3336;05/12/2020;07:00:00;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV RECIFE;1114;;EM FRENTE A CARLOS FILME EQUIPADORA;IMBIRIBEIRA;319.0;SUBURBIO;COLISÃO TRASEIRA;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Canteiro central;;;Manhã
3337;05/12/2020;21:08:00;COM VÍTIMA;FINALIZADA;ARRUDA;RUA PETRONILA BOTELHO;;AV PROFESSOR JOSE DOS ANJOS;NO CRUZAMENTO DA AV PROF JOSÉ DOS ANJOS;ARRUDA;554.0;CIDADE;ABALROAMENTO TRANSVERSAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;;40 km/h;Única;Faixa seccionada;;;Noite
3338;06/12/2020;09:49:00;COM VÍTIMA;FINALIZADA;JORDÃO;RUA JOSE MARTORANO;840;RUA RUBINEIA;PRÓXIMO A IGREJA PRESBITERIANA DO BRASIL.;JORDÃO;;SUBURBIO;ABALROAMENTO TRANSVERSAL;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;Cruzamento;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;30 km/h;Dupla;Não existe;;;Manhã
3339;06/12/2020;15:27:00;COM VÍTIMA;FINALIZADA;JORDÃO;RUA ANTONIO ROCHA;55D;AV BEIRA RIO;EM FRENTE A FUNDIÇÃO REAL;JORDÃO;;SUBURBIO;ABALROAMENTO TRANSVERSAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Cruzamento;Bom;Não existe;Incompleta;Seca;Outros;Não existe;Não há placas;;Dupla;Outros;;;Tarde
3340;06/12/2020;15:59:00;COM VÍTIMA;FINALIZADA;BOA VISTA;RUA BISPO CARDOSO AYRES;756;RUA DO RIACHUELO;AO LADO DO DEPOSITO DO NILSON;BOA VISTA;;;ABALROAMENTO TRANSVERSAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Placas Pare;40 km/h;Única;;;;Tarde
3341;06/12/2020;19:23:00;COM VÍTIMA;FINALIZADA;CASA AMARELA;RUA PADRE LEMOS;391;AV PEDRO ALLAIN;EM FRENTE A FIGUEIRAS CALÇADOS E IGREJA UNIVERSAL .;CASA AMARELA;;SUBURBIO;COLISÃO FRONTAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Não existe;;;Noite
3342;07/12/2020;13:19:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;RUA ANTONIO FALCAO;775;RUA MINISTRO NELSON HUNGRIA;E/F A PADARIA PARQUE DO TRIGO DELICATESSEN.;BOA VIAGEM;;;ABALROAMENTO LONGITUDINAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;R-6a;60 km/h;Única;Faixa contínua;Faixa seccionada;;Tarde
3343;07/12/2020;18:18:00;COM VÍTIMA;FINALIZADA;ARRUDA;RUA DO MACHADO;554;RUA ZEFERINO AGRA;PRÓX AO CAMPO DO SANTA CRUZ;ARRUDA;;CIDADE;ABALROAMENTO TRANSVERSAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Outras;;Dupla;Não existe;;;Noite
3344;07/12/2020;19:18:00;COM VÍTIMA;FINALIZADA;SÃO JOSÉ;RUA IMPERIAL;;TRV DO RAPOSO;SEMÁFORO 910;SÃO JOSÉ;;;COLISÃO;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;;;;;;;;;;;;;;Noite
3345;08/12/2020;14:53:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;;RUA ARTUR MUNIZ;PRÓXIMO AO EXTRA;BOA VIAGEM;380.0;SUBURBIO;COLISÃO TRASEIRA;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Cruzamento;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;60 km/h;Única;Canteiro central;;;Tarde
3346;08/12/2020;20:07:00;COM VÍTIMA;FINALIZADA;BOA VISTA;AV CONDE DA BOA VISTA;569;;EM FRENTE AO SHOPPING BOA VISTA- SENTIDO CENTRO E LOJA AGIBANK.;BOA VISTA;24.0;CIDADE;ATROPELAMENTO;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Única;Faixa contínua;;;Noite
3347;08/12/2020;21:23:00;SEM VÍTIMA;FINALIZADA;IPUTINGA;RUA MANOEL JOAQUIM DE ALMEIDA;57;;EM FRENTE A IPUTINGA AUTOMOVEIS;IPUTINGA;;;COLISÃO;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;30 km/h;Única;Não existe;;;Noite
3348;09/12/2020;07:08:00;COM VÍTIMA;FINALIZADA;IPUTINGA;RUA SAO MATEUS;;AV MAURICIO DE NASSAU;EM FRENTE A IGREJA BATISTA CENTRAL;IPUTINGA;239.0;CIDADE;COLISÃO FRONTAL;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Cruzamento;Chuvoso;;Incompleta;Molhada;Mal conservada;Faixa de pedestre;R-6a;;Dupla;Faixa contínua;;;Manhã
3349;09/12/2020;07:48:00;COM VÍTIMA;FINALIZADA;TAMARINEIRA;AV NORTE;5035;;LADO OPOSTO AO POSTO BR;TAMARINEIRA;;CIDADE;TOMBAMENTO;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Não existe;Outras;60 km/h;Única;Canteiro central;;;Manhã
3350;09/12/2020;08:51:00;COM VÍTIMA;FINALIZADA;SÃO JOSÉ;C SANTA RITA;;;AO LADO DAS TORRES GÊMEAS.;SÃO JOSÉ;;CIDADE;TOMBAMENTO;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;Longo da via;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Não existe;R-6a;60 km/h;Única;Faixa seccionada;;;Manhã
3351;09/12/2020;09:18:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV CONSELHEIRO AGUIAR;1540;RUA ARTUR MUNIZ;EM FRENTE  AO POSTO DE GASOLINA BR;BOA VIAGEM;5.0;;ABALROAMENTO LONGITUDINAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Cruzamento;Chuvoso;Sem defeito;Perfeito estado;Molhada;Perfeito estado;Faixa de pedestre;Outras;;Única;Faixa seccionada;;;Manhã
3352;09/12/2020;10:03:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV CONSELHEIRO AGUIAR;2088;;AO LADO DA CAIXA ECONOMICA FEDERAL E LOJA NOVO PROJETO.;BOA VIAGEM;;SUBURBIO;ABALROAMENTO LONGITUDINAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Chuvoso;Não existe;Perfeito estado;Molhada;Perfeito estado;Não existe;Não há placas;;Única;Faixa seccionada;;;Manhã
3353;09/12/2020;14:46:00;COM VÍTIMA;FINALIZADA;MADALENA;RUA NOBRE DE LACERDA;;EST DOS REMEDIOS;E/F A NAGEM E AO LADO DO GRUPO SENA;MADALENA;;;ABALROAMENTO LONGITUDINAL;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Não existe;;;Tarde
3354;10/12/2020;05:49:00;SEM VÍTIMA;FINALIZADA;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;;;APÓS CRUZ. COM A BRUNO VELOSO;BOA VIAGEM;;;CHOQUE OBJETO FIXO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;Madrugada
3355;10/12/2020;08:16:00;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;EST DO FRIGORIFICO;;;APÓS O ARAS BOA VIAGEM E ATRÁS DA FACULDADE UNIVERSO;IMBIRIBEIRA;;;CHOQUE OBJETO FIXO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;;;;;;;;;;;;;;Manhã
3356;10/12/2020;09:45:00;COM VÍTIMA;FINALIZADA;ILHA DO LEITE;RUA SENADOR JOSE HENRIQUE;224;AV FREI MATIAS TEVES;EM FRENTE AO EMPRESARIAL CHARLES DARWIN;ILHA DO LEITE;;SUBURBIO;COLISÃO FRONTAL;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Placas Pare;30 km/h;Dupla;Não existe;;;Manhã
3357;10/12/2020;13:28:00;COM VÍTIMA;FINALIZADA;PINA;RUA PROFESSOR ARNALDO CARNEIRO LEAO;;;PROX AO BIG BOMPREÇO;PINA;;;COLISÃO;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;;;;;;;;;;;;;;Tarde
3358;10/12/2020;13:34:00;COM VÍTIMA;FINALIZADA;CIDADE UNIVERSITÁRIA;RUA EMILIANO BRAGA;;RUA PROFESSOR ANTONIO COELHO;POR TRAS DO TI CDU;CIDADE UNIVERSITÁRIA;;CIDADE;ABALROAMENTO TRANSVERSAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Cruzamento;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;;Placas Pare;;Única;Faixa seccionada;;;Tarde
3359;10/12/2020;13:50:00;COM VÍTIMA;FINALIZADA;MADALENA;RUA BENFICA;1146;RUA JOAO IVO DA SILVA;EM FRENTE AO MUSEU DA ABOLIÇÃO / BRADESCO;MADALENA;257.0;SUBURBIO;COLISÃO;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Não há placas;;Dupla;Faixa contínua;;;Tarde
3360;10/12/2020;14:05:00;COM VÍTIMA;FINALIZADA;DOIS UNIDOS;AV HILDEBRANDO DE VASCONCELOS;512A;RUA MARIO JOSE DE SOUZA;APÓS O CANIL / PRÓX À KS DISTRIBUIDORA;DOIS UNIDOS;;CIDADE;COLISÃO FRONTAL;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;Esquina;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Outros;R-6a;;Dupla;Faixa seccionada;;;Tarde
3361;10/12/2020;15:00:00;COM VÍTIMA;FINALIZADA;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;;APÓS O GERALDÃO / SAM'S CLUB;IMBIRIBEIRA;;;COLISÃO;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;;;;;;;;;;;;;;Tarde
3362;10/12/2020;16:53:00;COM VÍTIMA;FINALIZADA;BOA VIAGEM;AV BOA VIAGEM;1338;;EM FRENTE AO SEGUNDO JARDIM;BOA VIAGEM;;CIDADE;ABALROAMENTO LONGITUDINAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Não existe;Não há placas;60 km/h;Única;Faixa seccionada;;;Tarde
3363;10/12/2020;20:38:00;COM VÍTIMA;FINALIZADA;SANTO AMARO;AV DR JAYME DA FONTE;34;;EM FRENTE A COMPESA- PROXIMO DO MERCADINHO MAIS VOCÊ;SANTO AMARO;;;ABALROAMENTO TRANSVERSAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Perfeito estado;Faixa de retenção;Não há placas;;Dupla;Faixa seccionada;Canteiro central;;Noite
3364;11/12/2020;07:59:00;COM VÍTIMA;FINALIZADA;CAMPO GRANDE;AV GOVERNADOR AGAMENON MAGALHAES;1302;;PROX. A ANTIGA UNICORD E POSTO BR;CAMPO GRANDE;379.0;CIDADE;ABALROAMENTO TRANSVERSAL;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;Outras;;Dupla;Faixa seccionada;Canteiro central;;Manhã
3365;11/12/2020;08:13:00;COM VÍTIMA;FINALIZADA;CORDEIRO;AV CAXANGA;279;;EM FRENTE DO BANCO SANTANDER;CORDEIRO;;CIDADE;ABALROAMENTO LONGITUDINAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;Mal conservada;Não existe;Não há placas;;Única;Faixa seccionada;;;Manhã
3366;11/12/2020;08:34:00;COM VÍTIMA;FINALIZADA;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;RUA HENRIQUE DIAS;PROX. A FARMACIA PAGUE MENOS;DERBY;68.0;BOA VIAGEM;ATROPELAMENTO;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;R-19;60 km/h;Dupla;Faixa contínua;;;Manhã
3367;11/12/2020;10:53:00;COM VÍTIMA;FINALIZADA;PINA;AV HERCULANO BANDEIRA;960;;EM FRENTE A MERCEDES;PINA;657.0;SUBURBIO;COLISÃO TRASEIRA;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Agente;Não há placas;60 km/h;Única;Faixa seccionada;;;Manhã
3368;11/12/2020;13:18:00;COM VÍTIMA;FINALIZADA;ENGENHO DO MEIO;RUA LINDOLFO COLOR;;RUA ANTONIO CURADO;NO SEMÁFORO 395/ SENTIDO AV CAXANGA;ENGENHO DO MEIO;395.0;;COLISÃO TRASEIRA;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Cruzamento;Bom;Sem defeito;Ilegível;Seca;Perfeito estado;Faixa de pedestre;R-34;40 km/h;Dupla;;;;Tarde
3369;11/12/2020;13:51:00;COM VÍTIMA;FINALIZADA;AREIAS;AV DR JOSE RUFINO;642;;NO SEMAFORO 491. IGREJA MATRIZ DE SANTA LUZIA;AREIAS;491.0;SUBURBIO;ATROPELAMENTO;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Sem defeito;Perfeito estado;Seca;Perfeito estado;Faixa de pedestre;R-6a;;Dupla;Faixa contínua;;;Tarde
3370;11/12/2020;18:12:00;COM VÍTIMA;FINALIZADA;VÁRZEA;AV AFONSO OLINDENSE;988;RUA MANOEL CORREIA;E/F A LOMBADA ELETRONICA E SUPERMERCADO BEM BOM.;VÁRZEA;;PRC DA VÁRZEA;ABALROAMENTO LONGITUDINAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Perfeito estado;Seca;;Não existe;Não há placas;;Dupla;Faixa seccionada;;;Noite
3371;12/12/2020;12:45:00;COM VÍTIMA;FINALIZADA;ENCRUZILHADA;AV BEBERIBE;433;RUA PROFESSOR OTAVIO DE FREITAS;PROX AO BAR DO DRAGAO / CANAL DA BARRIGUDA. AO LADO DO NÚMERO 433.;ENCRUZILHADA;;SUBURBIO;ABALROAMENTO LONGITUDINAL;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;Longo da via;Bom;Não existe;Não existente;Seca;Perfeito estado;Não existe;Não há placas;;Dupla;Faixa contínua;;;Tarde
